VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       2.11186186186186                     0.3       0.144308070159084      0.0179905489724277      0.0134329097341854    8.31806850394009E-05      0.0210191850232588        3064.52482373152       -845.556122832684        3968.70242125696        3954.29730472994     0.00913010965180514        1940.30644982312       0.196833946552458        247594.848998517        11739956.5965616    2.40850266991902E-07 
       2.11261261261261                     0.3       0.144568676768384      0.0179920815270578       0.013470181352036    8.35170689698649E-05      0.0210830753014424        3064.13499920936       -842.509101303295        3970.18361217738        3955.95209374924     0.00910688271345907        1935.37034317406       0.197197582919316        248159.648965174        11740844.3411072    2.39524864206579E-07 
       2.11336336336336                     0.3       0.144829283377684      0.0179936140816879      0.0135074529698867    8.38534529003291E-05       0.021146965579626         3063.7451746872       -839.462079773905         3971.6648030978        3957.60688276854     0.00908365577511299        1930.43423652499       0.197561219286174        248724.448931831        11741732.0856528    2.38199461421256E-07 
       2.11411411411411                     0.3       0.145089889986984       0.017995146636318      0.0135447245877374    8.41898368307931E-05      0.0212108558578095        3063.35535016505       -836.415058244517        3973.14599401822        3959.26167178784     0.00906042883676691        1925.49812987593       0.197924855653032        249289.248898488        11742619.8301983    2.36874058635933E-07 
       2.11486486486486                     0.3       0.145350496596285      0.0179966791909482      0.0135819962055881    8.45262207612574E-05      0.0212747461359931        3062.96552564289       -833.368036715127        3974.62718493864        3960.91646080714     0.00903720189842083        1920.56202322686       0.198288492019891        249854.048865145        11743507.5747439    2.35548655850609E-07 
       2.11561561561562                     0.3       0.145611103205585      0.0179982117455783      0.0136192678234387    8.48626046917214E-05      0.0213386364141767        3062.57570112073       -830.321015185738        3976.10837585906        3962.57124982643     0.00901397496007476         1915.6259165778       0.198652128386749        250418.848831802        11744395.3192894    2.34223253065286E-07 
       2.11636636636637                     0.3       0.145871709814885      0.0179997443002084      0.0136565394412894    8.51989886221856E-05      0.0214025266923603        3062.18587659858       -827.273993656348        3977.58956677948        3964.22603884573     0.00899074802172867        1910.68980992873       0.199015764753607        250983.648798459         11745283.063835    2.32897850279962E-07 
       2.11711711711712                     0.3       0.146132316424185      0.0180012768548385      0.0136938110591401    8.55353725526498E-05      0.0214664169705438        3061.79605207642       -824.226972126958         3979.0707576999        3965.88082786503     0.00896752108338259        1905.75370327967       0.199379401120466        251548.448765116        11746170.8083806    2.31572447494638E-07 
       2.11786786786787                     0.3       0.146392923033485      0.0180028094094686      0.0137310826769908    8.58717564831138E-05      0.0215303072487274        3061.40622755426       -821.179950597569        3980.55194862032        3967.53561688433     0.00894429414503652         1900.8175966306       0.199743037487324        252113.248731772        11747058.5529261    2.30247044709315E-07 
       2.11861861861862                     0.3       0.146645605046895      0.0180042802098624      0.0137661233612462    8.62184223863986E-05      0.0215926976241968        3061.04411810128       -818.356878983796        3981.90206073896        3969.03879352027     0.00892314824444496        1896.32374512571       0.200094967031085        252659.696697606         11747914.441264    2.29066003918065E-07 
       2.11936936936937                     0.3       0.146874262086955      0.0180055637901252      0.0137944005308797    8.65962601155331E-05      0.0216505407491515        3060.76603233955       -816.212755650719        3982.85478165135        3970.08232735293     0.00890831141970907        1893.17067720153       0.200411405034731        253150.506958143        11748673.7512337     2.2832262494689E-07 
       2.12012012012012                     0.3       0.147102919127014      0.0180068473703879      0.0138226777005132    8.69740978446674E-05      0.0217083838741062        3060.48794657782       -814.068632317643        3983.80750256373        3971.12586118559     0.00889347459497319        1890.01760927735       0.200727843038377        253641.317218679        11749433.0612033    2.27579245975715E-07 
       2.12087087087087                     0.3       0.147331576167074      0.0180081309506507      0.0138509548701468     8.7351935573802E-05      0.0217662269990609         3060.2098608161       -811.924508984566        3984.76022347612        3972.16939501824      0.0088786377702373        1886.86454135317       0.201044281042023        254132.127479216         11750192.371173    2.26835867004539E-07 
       2.12162162162162                     0.3       0.147555135801499      0.0180090146059095      0.0138783610674754    8.77306757417002E-05      0.0218232507806958        3059.94891205264       -809.900779614546        3985.59863512059        3973.08379120491     0.00886499038745394        1883.96424440617       0.201353531754192        254609.811617188        11750926.6048989    2.26210915800455E-07 
       2.12237237237237                     0.3       0.147774450235199      0.0180095651972454      0.0139050419051747     8.8110167474997E-05      0.0218795922001436        3059.70223525471       -807.977316257496        3986.34184818325        3973.89063949997     0.00885233359090275        1881.27445916119       0.201656796775367          255076.5641109        11751639.9547291    2.25684593129978E-07 
       2.12312312312312                     0.3       0.147993764668898      0.0180101157885813       0.013931722742874    8.84896592082937E-05      0.0219359336195914        3059.45555845678       -806.053852900447        3987.08506124592        3974.69748779503     0.00883967679435156         1878.5846739162       0.201960061796541         255543.31660461        11752353.3045593    2.25158270459502E-07 
