VARIABLES = "X"
 "Y"
 "rho_N2"
 "rho_O2"
 "rho_NO"
 "rho_N"
 "rho_O"
 "U"
 "V"
 "T"
 "Tv"
 "tke"
 "omega"
 "rho"
 "P"
 "H"
 "tau"
ZONE
DT=(DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE,DOUBLE)
       1.85735735735736                     0.3      0.0641071137061153      0.0145391780756939     0.00297887134390816    7.61003176325908E-06     0.00394731297583381        3249.92693703926       -2216.53344332498        2564.70464671588        2535.83677848156      0.0229841622793285        4884.53251255082      0.0855800785051906        69605.3285189247        11481128.5024492    2.98003953198305E-05 
       1.85810810810811                     0.3       0.064271787085735      0.0145584211404408      0.0029990377517928    7.66610144854514E-06     0.00397069328344258        3249.26870885668       -2211.93105734965         2571.8387677609        2541.49458390923        0.02292632072968        4872.24015259203      0.0858075972647804        69938.8005657693         11480579.405914    2.85771708463702E-05 
       1.85885885885886                     0.3      0.0644364604653548      0.0145776642051877     0.00301920415967744    7.72217113383119E-06     0.00399407359105136         3248.6104806741       -2207.32867137433        2578.97288880591         2547.1523893369      0.0228684791800315        4859.94779263325      0.0860351160243702        70272.2726126138        11480030.3093787      2.735394637291E-05 
       1.85960960960961                     0.3      0.0646011338449746      0.0145969072699345     0.00303937056756209    7.77824081911726E-06     0.00401745389866014        3247.95225249152       -2202.72628539901        2586.10700985093        2552.81019476457      0.0228106376303829        4847.65543267446      0.0862626347839601        70605.7446594585        11479481.2128435    2.61307218994493E-05 
       1.86036036036036                     0.3      0.0647658072245943      0.0146161503346814     0.00305953697544672    7.83431050440329E-06     0.00404083420626891        3247.29402430894       -2198.12389942369        2593.24113089594        2558.46800019223      0.0227527960807344        4835.36307271568      0.0864901535435499        70939.2167063029        11478932.1163083    2.49074974259894E-05 
       1.86111111111111                     0.3      0.0649304806042141      0.0146353933994283     0.00307970338333137    7.89038018968936E-06      0.0040642145138777        3246.63579612635       -2193.52151344837        2600.37525194096         2564.1258056199      0.0226949545310859        4823.07071275689      0.0867176723031398        71272.6887531476         11478383.019773    2.36842729525287E-05 
       1.86186186186186                     0.3      0.0650951539838339      0.0146546364641752     0.00309986979121601    7.94644987497541E-06     0.00408759482148647        3245.97756794377       -2188.91912747304        2607.50937298597        2569.78361104757      0.0226371129814373        4810.77835279811      0.0869451910627296        71606.1607999921        11477833.9232378    2.24610484790685E-05 
       1.86261261261261                     0.3      0.0652598273634536      0.0146738795289221     0.00312003619910065    8.00251956026146E-06     0.00411097512909525        3245.31933976119       -2184.31674149772        2614.64349403099        2575.44141647523      0.0225792714317888        4798.48599283933      0.0871727098223195        71939.6328468367        11477284.8267025    2.12378240056082E-05 
       1.86336336336336                     0.3      0.0654245007430734       0.014693122593669     0.00314020260698529    8.05858924554753E-06     0.00413435543670403        3244.66111157861        -2179.7143555224        2621.77761507601         2581.0992219029      0.0225214298821403        4786.19363288054      0.0874002285819094        72273.1048936813        11476735.7301673    2.00145995321475E-05 
       1.86411411411411                     0.3      0.0655891741226931      0.0147123656584158     0.00316036901486993    8.11465893083357E-06      0.0041577357443128        3244.00288339603       -2175.11196954708        2628.91173612102        2586.75702733057      0.0224635883324918        4773.90127292176      0.0876277473414991        72606.5769405257        11476186.6336321    1.87913750586876E-05 
       1.86486486486486                     0.3      0.0657538475023129      0.0147316087231627     0.00318053542275457    8.17072861611964E-06     0.00418111605192158        3243.34465521345       -2170.50958357176        2636.04585716604        2592.41483275824      0.0224057467828432        4761.60891296297       0.087855266101089        72940.0489873704        11475637.5370968     1.7568150585227E-05 
       1.86561561561562                     0.3      0.0659185208819327      0.0147508517879096     0.00320070183063921    8.22679830140569E-06     0.00420449635953036        3242.68642703086       -2165.90719759644        2643.17997821105         2598.0726381859      0.0223479052331947        4749.31655300419      0.0880827848606789        73273.5210342149        11475088.4405616    1.63449261117667E-05 
       1.86636636636637                     0.3      0.0661215611692392       0.014767506919385     0.00322580383153081    8.35991802658101E-06     0.00424031219361955         3242.0590996656       -2161.45420107437        2649.12262045603        2603.11947015055      0.0222968215228922        4738.46035989861         0.0883635311891        73707.2352436906        11475056.0387096    1.54931353336378E-05 
       1.86711711711712                     0.3      0.0663489832998558      0.0147825174412912     0.00325404235977355    8.54200239636509E-06     0.00428403069895345        3241.45140950676       -2157.09614027847        2654.30808806376         2607.7780336792      0.0222500323619808        4728.51683860562      0.0886781031845157        74204.6524943991        11475351.9919315    1.48773875077736E-05 
       1.86786786786787                     0.3      0.0665764054304723      0.0147975279631974     0.00328228088801628    8.72408676614907E-06     0.00432774920428732        3240.84371934793       -2152.73807948257        2659.49355567149        2612.43659720784      0.0222032432010694        4718.57331731264      0.0889926751799313        74702.0697451073        11475647.9451534    1.42616396819099E-05 
       1.86861861861862                     0.3      0.0668038275610889      0.0148125384851036     0.00331051941625902    8.90617113593316E-06     0.00437146770962122        3240.23602918909       -2148.38001868666        2664.67902327923        2617.09516073648       0.022156454040158        4708.62979601965       0.089307247175347        75199.4869958157        11475943.8983753    1.36458918560457E-05 
       1.86936936936937                     0.3      0.0670390657169296      0.0148237520369082     0.00334295868741342    9.11722872552255E-06     0.00441975303965748        3239.65898144724       -2144.13979322079        2669.30046460394        2621.15055117479      0.0221123119630656        4699.24883746934      0.0896346358432309        75712.8316361185        11476445.4933901    5.49956864941517E-06 
       1.87012012012012                     0.3       0.067275087553917      0.0148345848819217     0.00337581915002099     9.3311913423439E-06      0.0044684962666832        3239.08500609625        -2139.9113826255        2673.86535330099        2625.14546389385       0.022068435298331        4689.92428480343      0.0899633095868776        76227.7732511729        11476967.7072734    5.54251014535927E-06 
       1.87087087087087                     0.3      0.0675111093909045      0.0148454177269351     0.00340867961262857    9.54515395916531E-06     0.00451723949370893        3238.51103074526       -2135.68297203022        2678.43024199804        2629.14037661292      0.0220245586335963        4680.59973213752      0.0902919833305244        76742.7148662275        11477489.9211567    5.58545164130339E-06 
       1.87162162162162                     0.3      0.0677360085172148      0.0148572491399123      0.0034401553151412    9.73254849718889E-06     0.00456210944900646        3237.91989882632        -2131.3510538756        2683.45563734599        2633.41559319984      0.0219778734882459        4670.67833516417      0.0906052480620881        77230.7698846749        11477901.8620893    5.63647257000925E-06 
       1.87237237237237                     0.3      0.0679181576066193      0.0148729185397386     0.00346630870487561    9.81782886699322E-06     0.00459209251979039        3237.26282579513       -2126.62130536195        2690.25098580096        2638.76815514294      0.0219203939732979        4658.46297254598       0.090859288396438        77615.4865146123        11477889.9699428    5.71854672474754E-06 
       1.87312312312312                     0.3      0.0681003066960238      0.0148885879395648     0.00349246209461002    9.90310923679753E-06     0.00462207559057432        3236.60575276395        -2121.8915568483        2697.04633425593        2644.12071708603      0.0218629144583499        4646.24760992779      0.0911133287307878        78000.2031445497        11477878.0777963    5.80062087948579E-06 
       1.87387387387387                     0.3      0.0682824557854283      0.0149042573393911     0.00351861548434443    9.98838960660184E-06     0.00465205866135824        3235.94867973276       -2117.16180833465         2703.8416827109        2649.47327902913      0.0218054349434019        4634.03224730961      0.0913673690651376         78384.919774487        11477866.1856498    5.88269503422405E-06 
       1.87462462462462                     0.3      0.0684646048748328      0.0149199267392173     0.00354476887407885    1.00736699764062E-05     0.00468204173214218        3235.29160670157         -2112.432059821        2710.63703116587        2654.82584097222      0.0217479554284539        4621.81688469142      0.0916214093994874        78769.6364044245        11477854.2935033    5.96476918896233E-06 
       1.87537537537538                     0.3      0.0686467539642372      0.0149355961390436     0.00357092226381325    1.01589503462105E-05      0.0047120248029261        3234.63453367039       -2107.70231130735        2717.43237962084        2660.17840291532      0.0216904759135059        4609.60152207323      0.0918754497338372        79154.3530343618        11477842.4013568    6.04684334370059E-06 
       1.87612612612613                     0.3      0.0688289030536417      0.0149512655388699     0.00359707565354766    1.02442307160148E-05     0.00474200787371003         3233.9774606392        -2102.9725627937        2724.22772807581        2665.53096485841      0.0216329963985579        4597.38615945504       0.092129490068187        79539.0696642992        11477830.5092103    6.12891749843884E-06 
       1.87687687687688                     0.3      0.0690110521430462      0.0149669349386961     0.00362322904328207    1.03295110858191E-05     0.00477199094449395        3233.32038760802       -2098.24281428005        2731.02307653078         2670.8835268015      0.0215755168836098        4585.17079683686      0.0923835304025368        79923.7862942365        11477818.6170637     6.2109916531771E-06 
       1.87762762762763                     0.3      0.0691932012324506      0.0149826043385224     0.00364938243301648    1.04147914556234E-05     0.00480197401527788        3232.66331457683        -2093.5130657664        2737.81842498575         2676.2360887446      0.0215180373686618        4572.95543421867      0.0926375707368866        80308.5029241739        11477806.7249172    6.29306580791536E-06 
       1.87837837837838                     0.3      0.0693753503218551      0.0149982737383486     0.00367553582275089    1.05000718254277E-05      0.0048319570860618        3232.00624154564       -2088.78331725275        2744.61377344072        2681.58865068769      0.0214605578537138        4560.74007160048      0.0928916110712364        80693.2195541112        11477794.8327707    6.37513996265362E-06 
       1.87912912912913                     0.3      0.0695574994112596      0.0150139431381749      0.0037016892124853    1.05853521952321E-05     0.00486194015684574        3231.34916851446        -2084.0535687391        2751.40912189569        2686.94121263079      0.0214030783387658        4548.52470898229      0.0931456514055863        81077.9361840487        11477782.9406242     6.4572141173919E-06 
       1.87987987987988                     0.3      0.0697396485006641      0.0150296125380011     0.00372784260221971    1.06706325650364E-05     0.00489192322762967        3230.69209548327       -2079.32382022545        2758.20447035066        2692.29377457388      0.0213455988238178        4536.30934636411      0.0933996917399361         81462.652813986        11477771.0484777    6.53928827213016E-06 
       1.88063063063063                     0.3      0.0699217975900685      0.0150452819378274     0.00375399599195412    1.07559129348407E-05     0.00492190629841359        3230.03502245208        -2074.5940717118        2764.99981880563        2697.64633651698      0.0212881193088698        4524.09398374592      0.0936537320742858        81847.3694439234        11477759.1563312    6.62136242686841E-06 
       1.88138138138138                     0.3       0.070103946679473      0.0150609513376536     0.00378014938168853     1.0841193304645E-05     0.00495188936919752         3229.3779494209       -2069.86432319815         2771.7951672606        2702.99889846007      0.0212306397939218        4511.87862112773      0.0939077724086356        82232.0860738607        11477747.2641847    6.70343658160667E-06 
       1.88213213213213                     0.3      0.0702860957688774      0.0150766207374799     0.00380630277142294    1.09264736744493E-05     0.00498187243998144        3228.72087638971        -2065.1345746845        2778.59051571557        2708.35146040317      0.0211731602789738        4499.66325850955      0.0941618127429854        82616.8027037981        11477735.3720382    6.78551073634493E-06 
       1.88288288288288                     0.3      0.0704682448582819      0.0150922901373062     0.00383245616115735    1.10117540442536E-05     0.00501185551076538        3228.06380335853       -2060.40482617085        2785.38586417054        2713.70402234626      0.0211156807640258        4487.44789589136      0.0944158530773353        83001.5193337355        11477723.4798917    6.86758489108321E-06 
       1.88363363363363                     0.3      0.0706503939476864      0.0151079595371324     0.00385860955089176     1.1097034414058E-05      0.0050418385815493        3227.40673032734        -2055.6750776572        2792.18121262551        2719.05658428936      0.0210582012490778        4475.23253327317      0.0946698934116851        83386.2359636729        11477711.5877452    6.94965904582147E-06 
       1.88438438438438                     0.3      0.0708325430370909      0.0151236289369587     0.00388476294062617    1.11823147838623E-05     0.00507182165233323        3226.74965729615       -2050.94532914355        2798.97656108048        2724.40914623245      0.0210007217341298        4463.01717065498      0.0949239337460349        83770.9525936102        11477699.6955987    7.03173320055972E-06 
       1.88513513513514                     0.3      0.0710146921264953      0.0151392983367849     0.00391091633036058    1.12675951536666E-05     0.00510180472311715        3226.09258426497        -2046.2155806299        2805.77190953545        2729.76170817555      0.0209432422191817        4450.80180803679      0.0951779740803847        84155.6692235475        11477687.8034522    7.11380735529798E-06 
       1.88588588588589                     0.3      0.0711968412158998      0.0151549677366112     0.00393706972009498    1.13528755234709E-05     0.00513178779390108        3225.43551123378       -2041.48583211625        2812.56725799042        2735.11427011864      0.0208857627042337        4438.58644541861      0.0954320144147345        84540.3858534849        11477675.9113057    7.19588151003624E-06 
       1.88663663663664                     0.3      0.0713789903053043      0.0151706371364374      0.0039632231098294    1.14381558932752E-05     0.00516177086468501         3224.7784382026        -2036.7560836026        2819.36260644539        2740.46683206174      0.0208282831892857        4426.37108280042      0.0956860547490843        84925.1024834223        11477664.0191592    7.27795566477452E-06 
       1.88738738738739                     0.3      0.0715611393947087      0.0151863065362637     0.00398937649956381    1.15234362630795E-05     0.00519175393546894        3224.12136517141       -2032.02633508895        2826.15795490036        2745.81939400483      0.0207708036743377        4414.15572018223      0.0959400950834341        85309.8191133597        11477652.1270127    7.36002981951277E-06 
       1.88813813813814                     0.3      0.0717432884841132      0.0152019759360899     0.00401552988929822    1.16087166328838E-05     0.00522173700625287        3223.46429214022       -2027.29658657531        2832.95330335533        2751.17195594793      0.0207133241593897        4401.94035756404      0.0961941354177839         85694.535743297        11477640.2348662    7.44210397425103E-06 
       1.88888888888889                     0.3      0.0719254375735177      0.0152176453359162     0.00404168327903263    1.16939970026881E-05     0.00525172007703679        3222.80721910904       -2022.56683806166         2839.7486518103        2756.52451789102      0.0206558446444417        4389.72499494586      0.0964481757521337        86079.2523732344        11477628.3427197    7.52417812898929E-06 
       1.88963963963964                     0.3      0.0721075866629221      0.0152333147357424     0.00406783666876703    1.17792773724925E-05     0.00528170314782072        3222.15014607785       -2017.83708954801        2846.54400026527        2761.87707983412      0.0205983651294937        4377.50963232767      0.0967022160864835        86463.9690031717        11477616.4505732    7.60625228372755E-06 
       1.89039039039039                     0.3      0.0722897357523266      0.0152489841355687     0.00409399005850145    1.18645577422968E-05     0.00531168621860465        3221.49307304666       -2013.10734103436        2853.33934872024        2767.22964177721      0.0205408856145457        4365.29426970948      0.0969562564208334        86848.6856331092        11477604.5584267    7.68832643846583E-06 
       1.89114114114114                     0.3      0.0724718848417311       0.015264653535395     0.00412014344823586    1.19498381121011E-05     0.00534166928938858        3220.83600001548       -2008.37759252071        2860.13469717521        2772.58220372031      0.0204834060995977        4353.07890709129      0.0972102967551831        87233.4022630465        11477592.6662802    7.77040059320408E-06 
       1.89189189189189                     0.3      0.0727065941342582      0.0152756042172278     0.00415284050110958    1.21606655413177E-05     0.00538995544785452        3220.26000008983       -2004.13696743225        2864.75392833168        2776.61019392377      0.0204391980178388        4343.68392333065       0.097537152145909        87745.1711035448        11478101.8673148    7.81429550913919E-06 
       1.89264264264264                     0.3      0.0729426159712456      0.0152864370622412     0.00418570096371715     1.2374628158139E-05     0.00543869867488024        3219.68602473884       -1999.90855683697        2869.31881702873        2780.60510664284      0.0203953213531041        4334.35937066474      0.0978658258895557        88260.1127185992        11478624.0811981     7.8572370050833E-06 
       1.89339339339339                     0.3       0.073178637808233      0.0152972699072546     0.00421856142632472    1.25885907749604E-05     0.00548744190190596        3219.11204938785       -1995.68014624169        2873.88370572578         2784.6000193619      0.0203514446883695        4325.03481799884      0.0981944996332024        88775.0543336537        11479146.2950814    7.90017850102741E-06 
       1.89414414414414                     0.3      0.0734165973892369      0.0153071155976408     0.00425215817527169    1.28104665477276E-05     0.00553748153106351        3218.54785970729       -1991.49594109052        2878.27925049392        2788.51269258922      0.0203083986287704        4315.88678371809      0.0985261640293039        89293.4832874207        11479716.8751634    7.91210823462355E-06 
       1.89489489489489                     0.3      0.0736597112746353      0.0153143355049564     0.00428771340990236    1.30533909286294E-05     0.00559096952654218         3218.0096994319       -1987.42932026056        2882.22434868624        2792.20661278716      0.0202675619382438        4307.20827971618       0.098865783414795        89821.1883917518        11480416.1069703    7.84154819578307E-06 
       1.89564564564565                     0.3      0.0739028251600337      0.0153215554122719     0.00432326864453303    1.32963153095312E-05     0.00564445752202086        3217.47153915651       -1983.36269943059        2886.16944687855        2795.90053298511      0.0202267252477173        4298.52977571427       0.099205402800286        90348.8934960829        11481115.3387773     7.7709881569426E-06 
        1.8963963963964                     0.3      0.0741459390454321      0.0153287753195875      0.0043588238791637     1.3539239690433E-05     0.00569794551749953        3216.93337888112       -1979.29607860063        2890.11454507087        2799.59445318306      0.0201858885571907        4289.85127171236       0.099545022185777        90876.5986004139        11481814.5705842    7.70042811810213E-06 
       1.89714714714715                     0.3      0.0743640111070993       0.015339071211089     0.00439134710688828    1.37086182394673E-05     0.00574184747325605        3216.33392030463       -1974.81830062766        2895.38330384065        2804.34862191654      0.0201362812098741        4279.30884414528      0.0998499843935782        91350.0208221131        11482353.9839396    7.59043103793963E-06 
        1.8978978978979                     0.3      0.0745632442672883      0.0153516811578147     0.00442158936338657    1.38226684427886E-05     0.00577853787526032        3215.68834716927       -1970.03121016243        2901.64784915845        2809.90041297647      0.0200800757193496        4267.36419153325       0.100128874093122        91782.6061667208        11482773.1662729    7.45076557004171E-06 
       1.89864864864865                     0.3      0.0747624774274773      0.0153642911045404     0.00445183161988486    1.39367186461098E-05     0.00581522827726458         3215.0427740339        -1965.2441196972        2907.91239447625         2815.4522040364      0.0200238702288251        4255.41953892121       0.100407763792666        92215.1915113284        11483192.3486061    7.31110010214383E-06 
        1.8993993993994                     0.3      0.0749617105876663      0.0153769010512662     0.00448207387638314     1.4050768849431E-05     0.00585191867926884        3214.39720089854       -1960.45702923197        2914.17693979404        2821.00399509633      0.0199676647383005        4243.47488630918        0.10068665349221         92647.776855936        11483611.5309394    7.17143463424594E-06 
       1.90015015015015                     0.3      0.0751609437478552      0.0153895109979919     0.00451231613288143    1.41648190527523E-05      0.0058886090812731        3213.75162776317       -1955.66993876675        2920.44148511184        2826.55578615626       0.019911459247776        4231.53023369715       0.100965543191754        93080.3622005436        11484030.7132726    7.03176916634806E-06 
        1.9009009009009                     0.3      0.0753601769080443      0.0154021209447176     0.00454255838937972    1.42788692560736E-05     0.00592529948327737        3213.10605462781       -1950.88284830151        2926.70603042964         2832.1075772162      0.0198552537572514        4219.58558108511       0.101244432891298        93512.9475451513        11484449.8956059    6.89210369845013E-06 
       1.90165165165165                     0.3      0.0755594100682333      0.0154147308914433       0.004572800645878    1.43929194593948E-05     0.00596198988528164        3212.46048149244       -1946.09575783628        2932.97057574744        2837.65936827613      0.0197990482667269        4207.64092847308       0.101523322590842        93945.5328897589        11484869.0779391    6.75243823055225E-06 
        1.9024024024024                     0.3      0.0757586432284222       0.015427340838169     0.00460304290237629     1.4506969662716E-05     0.00599868028728589        3211.81490835708       -1941.30866737106        2939.23512106524        2843.21115933606      0.0197428427762024        4195.69627586105       0.101802212290386        94378.1182343665        11485288.2602723    6.61277276265436E-06 
       1.90315315315315                     0.3      0.0759578763886112      0.0154399507848947     0.00463328515887457    1.46210198660373E-05     0.00603537068929015        3211.16933522171       -1936.52157690583        2945.49966638304        2848.76295039599      0.0196866372856778        4183.75162324901        0.10208110198993        94810.7035789741        11485707.4426056    6.47310729475648E-06 
        1.9039039039039                     0.3      0.0761571095488002      0.0154525607316204     0.00466352741537285    1.47350700693585E-05     0.00607206109129441        3210.52376208635        -1931.7344864406        2951.76421170084        2854.31474145592      0.0196304317951533        4171.80697063698       0.102359991689473        95243.2889235817        11486126.6249388    6.33344182685859E-06 
       1.90465465465465                     0.3      0.0763563427089892      0.0154651706783461     0.00469376967187115    1.48491202726798E-05     0.00610875149329868        3209.87818895098       -1926.94739597537        2958.02875701863        2859.86653251586      0.0195742263046288        4159.86231802494       0.102638881389017        95675.8742681894        11486545.8072721    6.19377635896067E-06 
       1.90540540540541                     0.3      0.0765555758691782      0.0154777806250718     0.00472401192836943     1.4963170476001E-05     0.00614544189530294        3209.23261581562       -1922.16030551014        2964.29330233643        2865.41832357579      0.0195180208141042        4147.91766541291       0.102917771088561         96108.459612797        11486964.9896053    6.05411089106278E-06 
       1.90615615615616                     0.3      0.0767548090293672      0.0154903905717976     0.00475425418486771    1.50772206793223E-05     0.00618213229730721        3208.58704268026       -1917.37321504491        2970.55784765423        2870.97011463572      0.0194618153235797        4135.97301280088       0.103196660788105        96541.0449574046        11487384.1719386     5.9144454231649E-06 
       1.90690690690691                     0.3      0.0769540421895561      0.0155030005185233       0.004784496441366    1.51912708826435E-05     0.00621882269931147        3207.94146954489       -1912.58612457968        2976.82239297203        2876.52190569565      0.0194056098330551        4124.02836018884       0.103475550487649        96973.6303020122        11487803.3542718    5.77477995526701E-06 
       1.90765765765766                     0.3      0.0771532753497451       0.015515610465249     0.00481473869786428    1.53053210859648E-05     0.00625551310131572        3207.29589640953       -1907.79903411445        2983.08693828983        2882.07369675558      0.0193494043425306        4112.08370757681       0.103754440187193        97406.2156466198        11488222.5366051    5.63511448736913E-06 
       1.90840840840841                     0.3      0.0773525085099342      0.0155282204119747     0.00484498095436257     1.5419371289286E-05        0.00629220350332        3206.65032327416       -1903.01194364922        2989.35148360763        2887.62548781552      0.0192931988520061        4100.13905496477       0.104033329886737        97838.8009912276        11488641.7189383     5.4954490194712E-06 
       1.90915915915916                     0.3      0.0775517416701232      0.0155408303587004     0.00487522321086086    1.55334214926073E-05     0.00632889390532426         3206.0047501388       -1898.22485318399        2995.61602892543        2893.17727887545      0.0192369933614815        4088.19440235274       0.104312219586281        98271.3863358352        11489060.9012716    5.35578355157332E-06 
       1.90990990990991                     0.3      0.0777509748303121      0.0155534403054261     0.00490546546735914    1.56474716959285E-05     0.00636558430732852        3205.35917700343       -1893.43776271876        3001.88057424322        2898.72906993538       0.019180787870957        4076.24974974071       0.104591109285825        98703.9716804428        11489480.0836048    5.21611808367544E-06 
       1.91066066066066                     0.3      0.0779502079905011      0.0155660502521518     0.00493570772385743    1.57615218992497E-05     0.00640227470933278        3204.71360386807       -1888.65067225353        3008.14511956102        2904.28086099531      0.0191245823804325        4064.30509712868       0.104869998985369        99136.5570250504        11489899.2659381    5.07645261577755E-06 
       1.91141141141141                     0.3      0.0781494411506901      0.0155786601988775     0.00496594998035571     1.5875572102571E-05     0.00643896511133704         3204.0680307327        -1883.8635817883        3014.40966487882        2909.83265205524      0.0190683768899079        4052.36044451664       0.105148888684912         99569.142369658        11490318.4482713    4.93678714787967E-06 
       1.91216216216216                     0.3      0.0783486743108791      0.0155912701456033       0.004996192236854    1.59896223058923E-05     0.00647565551334131        3203.42245759734       -1879.07649132307        3020.67421019662        2915.38444311517      0.0190121713993834        4040.41579190461       0.105427778384456        100001.727714266        11490737.6306046    4.79712167998174E-06 
       1.91291291291291                     0.3      0.0785479074710681       0.015603880092329     0.00502643449335229    1.61036725092135E-05     0.00651234591534557        3202.77688446197       -1874.28940085784        3026.93875551442         2920.9362341751      0.0189559659088589        4028.47113929257          0.105706668084        100434.313058873        11491156.8129378    4.65745621208386E-06 
       1.91366366366366                     0.3      0.0787471406312571      0.0156164900390547     0.00505667674985057    1.62177227125347E-05     0.00654903631734983        3202.13131132661       -1869.50231039261        3033.20330083222        2926.48802523504      0.0188997604183343        4016.52648668054       0.105985557783544        100866.898403481         11491575.995271    4.51779074418597E-06 
       1.91441441441441                     0.3       0.078946373791446      0.0156290999857804     0.00508691900634885     1.6331772915856E-05     0.00658572671935409        3201.48573819124       -1864.71521992738        3039.46784615001        2932.03981629497      0.0188435549278098        4004.58183406851       0.106264447483088        101299.483748088        11491995.1776043    4.37812527628809E-06 
       1.91516516516517                     0.3       0.079145606951635      0.0156417099325061     0.00511716126284714    1.64458231191772E-05     0.00662241712135835        3200.84016505588       -1859.92812946215        3045.73239146781         2937.5916073549      0.0187873494372853        3992.63718145647       0.106543337182632        101732.069092696        11492414.3599375     4.2384598083902E-06 
       1.91591591591592                     0.3      0.0793448401118241      0.0156543198792318     0.00514740351934543    1.65598733224985E-05     0.00665910752336262        3200.19459192051       -1855.14103899692        3051.99693678561        2943.14339841483      0.0187311439467607        3980.69252884444       0.106822226882176        102164.654437304        11492833.5422708    4.09879434049228E-06 
       1.91666666666667                     0.3      0.0795589427936009      0.0156651033450371      0.0051794461436056    1.67175941205172E-05     0.00670148999580555        3199.58541694932       -1850.59808849847        3057.47550901523        2948.06562716106      0.0186801463624925        3969.85465072247       0.107121695580173        102629.472278387        11493347.6228008    3.98254609426298E-06 
       1.91741741741742                     0.3      0.0798020566789993      0.0156723232523527     0.00521500137823627     1.6960518501419E-05     0.00675497799128422        3199.04725667393       -1846.53146766851        3061.42060720755        2951.75954735901      0.0186393096719659        3961.17614672056       0.107461314965664        103157.177382718        11494046.8546077    3.91198605542251E-06 
       1.91816816816817                     0.3      0.0800451705643977      0.0156795431596682     0.00525055661286694    1.72034428823208E-05      0.0068084659867629        3198.50909639854       -1842.46484683855        3065.36570539987        2955.45346755696      0.0185984729814394        3952.49764271866       0.107800934351155        103684.882487049        11494746.0864147    3.84142601658203E-06 
       1.91891891891892                     0.3      0.0802882844497961      0.0156867630669838     0.00528611184749761    1.74463672632225E-05     0.00686195398224158        3197.97093612314       -1838.39822600858        3069.31080359218        2959.14738775491      0.0185576362909128        3943.81913871675       0.108140553736646         104212.58759138        11495445.3182216    3.77086597774156E-06 
       1.91966966966967                     0.3      0.0805352720277066      0.0156928634758947     0.00532160065987598    1.77054961655171E-05     0.00691778231067084        3197.45199482665       -1834.45275878943        3072.93101931421        2962.77091435289      0.0185188449597082        3935.57531260926       0.108485218375681        104747.758195465        11496223.6434272    3.72651793853411E-06 
       1.92042042042042                     0.3      0.0807844736198472      0.0156983240339681      0.0053570515085256    1.79738867840797E-05     0.00697494825958487        3196.94403816372        -1830.5765370815        3076.36554801793        2966.35420739294      0.0184812226564093        3927.57992724424        0.10883276663625        105287.195716099        11497047.1745725    3.69715140341048E-06 
       1.92117117117117                     0.3      0.0810336752119879      0.0157037845920414     0.00539250235717521    1.82422774026423E-05      0.0070321142084989        3196.43608150079       -1826.70031537357        3079.80007672165        2969.93750043299      0.0184436003531103        3919.58454187922       0.109180314896819        105826.633236734        11497870.7057178    3.66778486828684E-06 
       1.92192192192192                     0.3      0.0812828768041285      0.0157092451501148     0.00542795320582483    1.85106680212048E-05     0.00708928015741293        3195.92812483786       -1822.82409366565        3083.23460542537        2973.52079347305      0.0184059780498114        3911.58915651421       0.109527863157387        106366.070757369        11498694.2368632    3.63841833316321E-06 
       1.92267267267267                     0.3      0.0815011467726293      0.0157202251914133       0.005459723556435    1.86601426727925E-05     0.00713284979271903        3195.30270773119       -1818.11522159348        3088.78586581969        2979.22528872324       0.018353170318374        3900.36660510951       0.109832603090143        106847.854397263        11499425.5870478    3.58253570598571E-06 
       1.92342342342342                     0.3      0.0817172276400699      0.0157315958590403     0.00549123342986317    1.88012013720715E-05      0.0071754571861176        3194.66897768288       -1813.34742096921        3094.48693210982        2985.07990625803      0.0182992878797946        3888.91565985517       0.110134313380585         107325.55774144        11500150.4133772    3.52477647491879E-06 
       1.92417417417417                     0.3      0.0819333085075105      0.0157429665266674     0.00552274330329134    1.89422600713504E-05     0.00721806457951616        3194.03524763458       -1808.57962034494        3100.18799839995        2990.93452379283      0.0182454054412152        3877.46471460082       0.110436023671028        107803.261085617        11500875.2397065    3.46701724385188E-06 
       1.92492492492492                     0.3       0.082149389374951      0.0157543371942945     0.00555425317671951    1.90833187706294E-05     0.00726067197291471        3193.40151758627       -1803.81181972067        3105.88906469007        2996.78914132762      0.0181915230026358        3866.01376934648        0.11073773396147        108280.964429794        11501600.0660358    3.40925801278498E-06 
       1.92567567567568                     0.3      0.0823654702423916      0.0157657078619216     0.00558576305014768    1.92243774699083E-05     0.00730327936631327        3192.76778753797        -1799.0440190964         3111.5901309802        3002.64375886241      0.0181376405640565        3854.56282409214       0.111039444251912        108758.667773972        11502324.8923652    3.35149878171807E-06 
       1.92642642642643                     0.3      0.0825815511098321      0.0157770785295487     0.00561727292357585    1.93654361691873E-05     0.00734588675971183        3192.13405748966       -1794.27621847213        3117.29119727032        3008.49837639721      0.0180837581254771         3843.1118788378       0.111341154542355        109236.371118149        11503049.7186945    3.29373955065117E-06 
